75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.996,74.996,74.996,74.996,74.996,74.995,74.995,74.995,74.995,74.995,74.995,74.995,74.995,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.994,74.995,74.995,74.995,74.995,74.995,74.995,74.995,74.995,74.996,74.996,74.996,74.996,74.996,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.996,74.996,74.996,74.995,74.995,74.995,74.995,74.995,74.994,74.994,74.994,74.994,74.994,74.994,74.993,74.993,74.993,74.993,74.993,74.993,74.992,74.992,74.992,74.992,74.992,74.992,74.992,74.992,74.992,74.991,74.991,74.991,74.991,74.991,74.991,74.991,74.991,74.991,74.991,74.991,74.991,74.991,74.992,74.992,74.992,74.992,74.992,74.992,74.992,74.992,74.992,74.993,74.993,74.993,74.993,74.993,74.993,74.994,74.994,74.994,74.994,74.994,74.994,74.995,74.995,74.995,74.995,74.995,74.996,74.996,74.996,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.996,74.996,74.995,74.995,74.995,74.995,74.995,74.994,74.994,74.994,74.994,74.993,74.993,74.993,74.993,74.992,74.992,74.992,74.992,74.991,74.991,74.991,74.991,74.99,74.99,74.99,74.99,74.99,74.989,74.989,74.989,74.989,74.989,74.989,74.989,74.988,74.988,74.988,74.988,74.988,74.988,74.988,74.988,74.988,74.988,74.988,74.988,74.988,74.989,74.989,74.989,74.989,74.989,74.989,74.989,74.99,74.99,74.99,74.99,74.99,74.991,74.991,74.991,74.991,74.992,74.992,74.992,74.992,74.993,74.993,74.993,74.993,74.994,74.994,74.994,74.994,74.995,74.995,74.995,74.995,74.995,74.996,74.996,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.996,74.996,74.995,74.995,74.995,74.994,74.994,74.994,74.994,74.993,74.993,74.993,74.992,74.992,74.992,74.991,74.991,74.991,74.99,74.99,74.99,74.989,74.989,74.989,74.988,74.988,74.988,74.987,74.987,74.987,74.986,74.986,74.986,74.986,74.985,74.985,74.985,74.985,74.985,74.985,74.984,74.984,74.984,74.984,74.984,74.984,74.984,74.984,74.984,74.984,74.984,74.984,74.984,74.985,74.985,74.985,74.985,74.985,74.985,74.986,74.986,74.986,74.986,74.987,74.987,74.987,74.988,74.988,74.988,74.989,74.989,74.989,74.99,74.99,74.99,74.991,74.991,74.991,74.992,74.992,74.992,74.993,74.993,74.993,74.994,74.994,74.994,74.994,74.995,74.995,74.995,74.996,74.996,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.996,74.995,74.995,74.995,74.994,74.994,74.994,74.993,74.993,74.993,74.992,74.992,74.991,74.991,74.991,74.99,74.99,74.989,74.989,74.988,74.988,74.987,74.987,74.987,74.986,74.986,74.985,74.985,74.984,74.984,74.983,74.983,74.983,74.982,74.982,74.982,74.981,74.981,74.981,74.98,74.98,74.98,74.98,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.979,74.98,74.98,74.98,74.98,74.981,74.981,74.981,74.982,74.982,74.982,74.983,74.983,74.983,74.984,74.984,74.985,74.985,74.986,74.986,74.987,74.987,74.987,74.988,74.988,74.989,74.989,74.99,74.99,74.991,74.991,74.991,74.992,74.992,74.993,74.993,74.993,74.994,74.994,74.994,74.995,74.995,74.995,74.996,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.995,74.995,74.995,74.994,74.994,74.994,74.993,74.993,74.992,74.992,74.992,74.991,74.991,74.99,74.99,74.989,74.989,74.988,74.987,74.987,74.986,74.986,74.985,74.984,74.984,74.983,74.983,74.982,74.981,74.981,74.98,74.98,74.979,74.979,74.978,74.977,74.977,74.976,74.976,74.975,74.975,74.975,74.974,74.974,74.973,74.973,74.973,74.973,74.972,74.972,74.972,74.972,74.972,74.972,74.972,74.972,74.972,74.972,74.972,74.972,74.972,74.973,74.973,74.973,74.973,74.974,74.974,74.975,74.975,74.975,74.976,74.976,74.977,74.977,74.978,74.979,74.979,74.98,74.98,74.981,74.981,74.982,74.983,74.983,74.984,74.984,74.985,74.986,74.986,74.987,74.987,74.988,74.989,74.989,74.99,74.99,74.991,74.991,74.992,74.992,74.992,74.993,74.993,74.994,74.994,74.994,74.995,74.995,74.995,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.995,74.995,74.995,74.994,74.994,74.994,74.993,74.993,74.992,74.992,74.991,74.991,74.99,74.989,74.989,74.988,74.988,74.987,74.986,74.986,74.985,74.984,74.983,74.983,74.982,74.981,74.98,74.979,74.979,74.978,74.977,74.976,74.975,74.975,74.974,74.973,74.972,74.972,74.971,74.97,74.969,74.969,74.968,74.967,74.967,74.966,74.966,74.965,74.965,74.964,74.964,74.964,74.963,74.963,74.963,74.963,74.963,74.963,74.963,74.963,74.963,74.963,74.963,74.963,74.963,74.964,74.964,74.964,74.965,74.965,74.966,74.966,74.967,74.967,74.968,74.969,74.969,74.97,74.971,74.972,74.972,74.973,74.974,74.975,74.975,74.976,74.977,74.978,74.979,74.979,74.98,74.981,74.982,74.983,74.983,74.984,74.985,74.986,74.986,74.987,74.988,74.988,74.989,74.989,74.99,74.991,74.991,74.992,74.992,74.993,74.993,74.994,74.994,74.994,74.995,74.995,74.995,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.996,74.995,74.995,74.994,74.994,74.994,74.993,74.993,74.992,74.991,74.991,74.99,74.99,74.989,74.988,74.988,74.987,74.986,74.985,74.984,74.984,74.983,74.982,74.981,74.98,74.979,74.978,74.977,74.976,74.975,74.974,74.973,74.972,74.971,74.97,74.969,74.968,74.967,74.966,74.965,74.964,74.963,74.962,74.961,74.96,74.959,74.958,74.957,74.956,74.956,74.955,74.954,74.954,74.953,74.953,74.952,74.952,74.951,74.951,74.951,74.951,74.951,74.951,74.951,74.951,74.951,74.951,74.951,74.952,74.952,74.953,74.953,74.954,74.954,74.955,74.956,74.956,74.957,74.958,74.959,74.96,74.961,74.962,74.963,74.964,74.965,74.966,74.967,74.968,74.969,74.97,74.971,74.972,74.973,74.974,74.975,74.976,74.977,74.978,74.979,74.98,74.981,74.982,74.983,74.984,74.984,74.985,74.986,74.987,74.988,74.988,74.989,74.99,74.99,74.991,74.991,74.992,74.993,74.993,74.994,74.994,74.994,74.995,74.995,74.996,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.997,74.996,74.996,74.996,74.995,74.995,74.995,74.994,74.994,74.993,74.993,74.992,74.992,74.991,74.99,74.99,74.989,74.988,74.987,74.986,74.986,74.985,74.984,74.983,74.982,74.981,74.98,74.979,74.977,74.976,74.975,74.974,74.973,74.971,74.97,74.969,74.967,74.966,74.965,74.963,74.962,74.96,74.959,74.958,74.956,74.955,74.954,74.952,74.951,74.95,74.948,74.947,74.946,74.945,74.944,74.943,74.942,74.941,74.94,74.939,74.939,74.938,74.937,74.937,74.936,74.936,74.936,74.936,74.935,74.935,74.935,74.936,74.936,74.936,74.936,74.937,74.937,74.938,74.939,74.939,74.94,74.941,74.942,74.943,74.944,74.945,74.946,74.947,74.948,74.95,74.951,74.952,74.954,74.955,74.956,74.958,74.959,74.96,74.962,74.963,74.965,74.966,74.967,74.969,74.97,74.971,74.973,74.974,74.975,74.976,74.977,74.979,74.98,74.981,74.982,74.983,74.984,74.985,74.986,74.986,74.987,74.988,74.989,74.99,74.99,74.991,74.992,74.992,74.993,74.993,74.994,74.994,74.995,74.995,74.995,74.996,74.996,74.996,74.997,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.998,74.998,74.998,74.998,74.998,74.998,74.997,74.997,74.997,74.996,74.996,74.996,74.995,74.995,74.994,74.994,74.994,74.993,74.992,74.992,74.991,74.99,74.99,74.989,74.988,74.987,74.986,74.985,74.984,74.983,74.982,74.981,74.98,74.979,74.978,74.976,74.975,74.973,74.972,74.971,74.969,74.967,74.966,74.964,74.963,74.961,74.959,74.957,74.956,74.954,74.952,74.95,74.948,74.947,74.945,74.943,74.941,74.94,74.938,74.936,74.934,74.933,74.931,74.93,74.928,74.927,74.926,74.924,74.923,74.922,74.921,74.92,74.919,74.918,74.918,74.917,74.917,74.916,74.916,74.916,74.916,74.916,74.916,74.916,74.917,74.917,74.918,74.918,74.919,74.92,74.921,74.922,74.923,74.924,74.926,74.927,74.928,74.93,74.931,74.933,74.934,74.936,74.938,74.94,74.941,74.943,74.945,74.947,74.948,74.95,74.952,74.954,74.956,74.957,74.959,74.961,74.963,74.964,74.966,74.967,74.969,74.971,74.972,74.973,74.975,74.976,74.978,74.979,74.98,74.981,74.982,74.983,74.984,74.985,74.986,74.987,74.988,74.989,74.99,74.99,74.991,74.992,74.992,74.993,74.994,74.994,74.994,74.995,74.995,74.996,74.996,74.996,74.997,74.997,74.997,74.998,74.998,74.998,74.998,74.998,74.998,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
